Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1677705270,2023-03-01T21:14:30Z,N128MA,"42.572346,-71.736954",1400,91,314
1677705274,2023-03-01T21:14:34Z,N128MA,"42.573715,-71.738976",1400,94,312
1677705279,2023-03-01T21:14:39Z,N128MA,"42.575047,-71.740974",1375,95,310
1677705283,2023-03-01T21:14:43Z,N128MA,"42.576233,-71.742973",1350,95,310
1677705287,2023-03-01T21:14:47Z,N128MA,"42.577374,-71.744942",1350,96,308
1677705293,2023-03-01T21:14:53Z,N128MA,"42.579025,-71.747711",1325,93,307
1677705305,2023-03-01T21:15:05Z,N128MA,"42.581909,-71.75296",1250,85,306
1677705310,2023-03-01T21:15:10Z,N128MA,"42.583145,-71.755394",1225,82,303
1677705314,2023-03-01T21:15:14Z,N128MA,"42.583786,-71.756767",1225,79,302
1677705319,2023-03-01T21:15:19Z,N128MA,"42.58461,-71.758698",1200,73,294
1677705320,2023-03-01T21:15:20Z,N128MA,"42.584824,-71.759499",1200,73,294
1677705326,2023-03-01T21:15:26Z,N128MA,"42.585022,-71.761818",1175,71,263
1677705331,2023-03-01T21:15:31Z,N128MA,"42.584473,-71.764259",1150,71,245
1677705337,2023-03-01T21:15:37Z,N128MA,"42.583427,-71.766273",1125,70,230
1677705342,2023-03-01T21:15:42Z,N128MA,"42.582367,-71.767815",1075,72,227
1677705346,2023-03-01T21:15:46Z,N128MA,"42.582001,-71.768379",1050,75,226
1677705350,2023-03-01T21:15:50Z,N128MA,"42.580261,-71.770874",1000,74,226
1677705358,2023-03-01T21:15:58Z,N128MA,"42.578613,-71.773247",975,72,226
1677705365,2023-03-01T21:16:05Z,N128MA,"42.577011,-71.775429",925,70,226
1677705375,2023-03-01T21:16:15Z,N128MA,"42.574768,-71.778175",850,70,220
1677705382,2023-03-01T21:16:22Z,N128MA,"42.572571,-71.780174",800,70,215
1677705404,2023-03-01T21:16:44Z,N128MA,"42.566902,-71.779427",600,69,142
1677705414,2023-03-01T21:16:54Z,N128MA,"42.563965,-71.77562",500,68,129
1677705419,2023-03-01T21:16:59Z,N128MA,"42.562912,-71.773872",425,65,128
1677705422,2023-03-01T21:17:02Z,N128MA,"42.562363,-71.772934",400,64,128
1677705427,2023-03-01T21:17:07Z,N128MA,"42.561493,-71.771431",350,63,127
